customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
129,Synthetic Customer 00129,customer00129@example.invalid,Germany,2025-12-09,Basic,8079.34
130,Synthetic Customer 00130,customer00130@example.invalid,Germany,2025-06-03,Premium,1384.52
131,Synthetic Customer 00131,customer00131@example.invalid,Canada,2024-01-07,Standard,9393.68
132,Synthetic Customer 00132,customer00132@example.invalid,India,2024-01-31,Standard,564.42
133,Synthetic Customer 00133,customer00133@example.invalid,UK,2024-07-13,Standard,19984.74
134,Synthetic Customer 00134,customer00134@example.invalid,USA,2024-08-05,Premium,1364.07
135,Synthetic Customer 00135,customer00135@example.invalid,Singapore,2024-12-16,Standard,387.04
136,Synthetic Customer 00136,customer00136@example.invalid,India,2023-09-15,Basic,11228.83
137,Synthetic Customer 00137,customer00137@example.invalid,USA,2022-09-27,Premium,663.98
138,Synthetic Customer 00138,customer00138@example.invalid,Canada,2021-11-26,Basic,9669.59
139,Synthetic Customer 00139,customer00139@example.invalid,UK,2021-11-29,Basic,18720.57
140,Synthetic Customer 00140,customer00140@example.invalid,UK,2023-05-24,Basic,12000.51
141,Synthetic Customer 00141,customer00141@example.invalid,Australia,2020-06-04,Basic,4616.70
142,Synthetic Customer 00142,customer00142@example.invalid,Germany,2021-10-05,Premium,777.01
143,Synthetic Customer 00143,customer00143@example.invalid,Singapore,2025-08-05,Premium,6477.25
144,Synthetic Customer 00144,customer00144@example.invalid,UK,2021-05-19,Standard,15400.72
145,Synthetic Customer 00145,customer00145@example.invalid,Canada,2025-05-23,Basic,16215.14
146,Synthetic Customer 00146,customer00146@example.invalid,Canada,2022-07-09,Standard,13162.40
147,Synthetic Customer 00147,customer00147@example.invalid,Germany,2020-06-30,Standard,2397.11
148,Synthetic Customer 00148,customer00148@example.invalid,USA,2024-11-21,Basic,1047.40
149,Synthetic Customer 00149,customer00149@example.invalid,India,2020-05-26,Basic,172.13
150,Synthetic Customer 00150,customer00150@example.invalid,UK,2025-05-19,Premium,17933.22
151,Synthetic Customer 00151,customer00151@example.invalid,UK,2022-01-10,Premium,334.23
152,Synthetic Customer 00152,customer00152@example.invalid,Singapore,2021-06-27,Premium,14599.49
153,Synthetic Customer 00153,customer00153@example.invalid,Singapore,2024-06-01,Standard,19240.81
154,Synthetic Customer 00154,customer00154@example.invalid,Australia,2021-11-03,Basic,54.74
155,Synthetic Customer 00155,customer00155@example.invalid,Australia,2023-08-29,Standard,3459.09
156,Synthetic Customer 00156,customer00156@example.invalid,USA,2022-04-11,Standard,8798.44
157,Synthetic Customer 00157,customer00157@example.invalid,Germany,2024-07-07,Standard,7168.49
158,Synthetic Customer 00158,customer00158@example.invalid,UK,2024-04-29,Premium,14659.46
159,Synthetic Customer 00159,customer00159@example.invalid,Germany,2023-09-23,Standard,3644.69
160,Synthetic Customer 00160,customer00160@example.invalid,Canada,2022-04-22,Premium,12073.80
161,Synthetic Customer 00161,customer00161@example.invalid,Singapore,2020-05-31,Standard,15230.65
162,Synthetic Customer 00162,customer00162@example.invalid,Germany,2022-08-31,Premium,6746.17
163,Synthetic Customer 00163,customer00163@example.invalid,USA,2021-05-06,Standard,1652.65
164,Synthetic Customer 00164,customer00164@example.invalid,Canada,2023-09-10,Standard,6353.46
165,Synthetic Customer 00165,customer00165@example.invalid,USA,2022-03-27,Premium,11112.29
166,Synthetic Customer 00166,,Germany,2025-01-12,Premium,1236.53
167,Synthetic Customer 00167,customer00167@example.invalid,Australia,2022-02-17,Standard,3338.94
168,Synthetic Customer 00168,customer00168@example.invalid,USA,2023-02-07,Standard,1701.52
169,Synthetic Customer 00169,customer00169@example.invalid,Australia,2023-07-11,Basic,17297.98
170,Synthetic Customer 00170,customer00170@example.invalid,Germany,2021-04-08,Basic,3317.32
171,Synthetic Customer 00171,customer00171@example.invalid,Australia,2021-11-26,Standard,19263.59
172,Synthetic Customer 00172,customer00172@example.invalid,Canada,2022-10-26,Premium,16798.78
173,Synthetic Customer 00173,customer00173@example.invalid,Canada,2023-04-26,Basic,14695.93
174,Synthetic Customer 00174,customer00174@example.invalid,USA,2025-10-21,Standard,5790.38
175,Synthetic Customer 00175,customer00175@example.invalid,Singapore,2021-02-25,Basic,14663.47
176,Synthetic Customer 00176,customer00176@example.invalid,UK,2025-11-09,Premium,11137.39
177,Synthetic Customer 00177,customer00177@example.invalid,UK,2023-12-30,Standard,19134.49
178,Synthetic Customer 00178,customer00178@example.invalid,Singapore,2023-08-27,Premium,18057.17
179,Synthetic Customer 00179,customer00179@example.invalid,Australia,2025-12-29,Premium,1449.76
180,Synthetic Customer 00180,customer00180@example.invalid,UK,2021-06-13,Basic,2594.25
181,Synthetic Customer 00181,customer00181@example.invalid,India,2024-11-18,Standard,13834.97
182,Synthetic Customer 00182,customer00182@example.invalid,Singapore,2021-03-21,Standard,13204.86
183,Synthetic Customer 00183,customer00183@example.invalid,UK,2025-09-19,Basic,5647.72
184,Synthetic Customer 00184,customer00184@example.invalid,Singapore,2022-11-19,Premium,18820.89
185,Synthetic Customer 00185,customer00185@example.invalid,USA,2021-09-19,Premium,11731.98
186,Synthetic Customer 00186,customer00186@example.invalid,Australia,2023-08-25,Standard,8065.51
187,Synthetic Customer 00187,customer00187@example.invalid,Australia,2023-11-02,Basic,15424.76
188,Synthetic Customer 00188,customer00188@example.invalid,Canada,2023-01-20,Premium,13471.83
189,Synthetic Customer 00189,customer00189@example.invalid,Singapore,2023-12-27,Premium,9037.27
190,Synthetic Customer 00190,customer00190@example.invalid,Australia,2024-09-16,Standard,5596.53
191,Synthetic Customer 00191,customer00191@example.invalid,India,2020-03-10,Premium,6263.30
192,Synthetic Customer 00192,customer00192@example.invalid,UK,2023-05-08,Premium,7231.28
193,Synthetic Customer 00193,customer00193@example.invalid,Australia,2020-04-11,Standard,12332.98
194,Synthetic Customer 00194,customer00194@example.invalid,Singapore,2025-01-31,Standard,13372.69
195,Synthetic Customer 00195,customer00195@example.invalid,USA,2020-02-06,Standard,13437.28
196,Synthetic Customer 00196,customer00196@example.invalid,Germany,2020-04-20,Premium,10309.49
197,Synthetic Customer 00197,customer00197@example.invalid,UK,2021-11-19,Basic,3577.56
198,Synthetic Customer 00198,customer00198@example.invalid,Germany,2024-03-08,Basic,4916.82
199,Synthetic Customer 00199,customer00199@example.invalid,Singapore,2020-12-22,Premium,16477.96
200,Synthetic Customer 00200,customer00200@example.invalid,USA,2023-05-17,Standard,13928.69
201,Synthetic Customer 00201,customer00201@example.invalid,India,2022-03-05,Standard,10857.82
202,Synthetic Customer 00202,customer00202@example.invalid,Germany,2025-06-16,Standard,7883.13
203,Synthetic Customer 00203,customer00203@example.invalid,Australia,2025-01-28,Basic,15381.35
204,Synthetic Customer 00204,customer00204@example.invalid,Australia,2020-02-26,Basic,14621.64
205,Synthetic Customer 00205,customer00205@example.invalid,Canada,2020-04-09,Premium,1413.98
206,Synthetic Customer 00206,customer00206@example.invalid,UK,2024-11-11,Premium,11408.20
207,Synthetic Customer 00207,customer00207@example.invalid,Canada,2022-12-21,Basic,19101.34
208,Synthetic Customer 00208,customer00208@example.invalid,UK,2025-08-28,Basic,11992.32
209,Synthetic Customer 00209,customer00209@example.invalid,Singapore,2020-01-03,Basic,11323.16
210,Synthetic Customer 00210,customer00210@example.invalid,USA,2023-12-09,Premium,5941.99
211,Synthetic Customer 00211,customer00211@example.invalid,Australia,2020-05-17,Basic,15676.63
212,Synthetic Customer 00212,customer00212@example.invalid,Germany,2024-12-04,Standard,6104.32
213,Synthetic Customer 00213,customer00213@example.invalid,Australia,2025-03-03,Basic,15331.37
214,Synthetic Customer 00214,customer00214@example.invalid,UK,2024-03-08,Basic,19708.80
215,Synthetic Customer 00215,customer00215@example.invalid,USA,2021-06-18,Standard,17400.84
216,Synthetic Customer 00216,customer00216@example.invalid,Germany,2024-05-11,Premium,4245.08
217,Synthetic Customer 00217,customer00217@example.invalid,India,2022-03-04,Standard,18446.48
218,Synthetic Customer 00218,customer00218@example.invalid,Singapore,2022-07-05,Premium,19563.82
219,Synthetic Customer 00219,customer00219@example.invalid,Germany,2024-11-15,Premium,14624.21
220,Synthetic Customer 00220,customer00220@example.invalid,USA,2022-01-26,Basic,1388.91
221,Synthetic Customer 00221,customer00221@example.invalid,UK,2020-03-03,Basic,8312.43
222,Synthetic Customer 00222,customer00222@example.invalid,Germany,2020-10-15,Basic,13533.61
223,Synthetic Customer 00223,customer00223@example.invalid,USA,2023-01-04,Basic,8760.51
224,Synthetic Customer 00224,customer00224@example.invalid,Singapore,2024-02-11,Premium,3160.71
225,Synthetic Customer 00225,customer00225@example.invalid,Canada,2024-12-03,Premium,5916.48
226,Synthetic Customer 00226,customer00226@example.invalid,USA,2021-08-30,Standard,12358.11
227,Synthetic Customer 00227,customer00227@example.invalid,Canada,2021-07-07,Premium,862.93
228,Synthetic Customer 00228,customer00228@example.invalid,Canada,2024-12-13,Standard,16052.97
229,Synthetic Customer 00229,customer00229@example.invalid,Australia,2023-06-09,Premium,15050.66
230,Synthetic Customer 00230,customer00230@example.invalid,Canada,2023-05-06,Basic,642.94
231,Synthetic Customer 00231,customer00231@example.invalid,Canada,2020-03-01,Basic,19666.82
232,Synthetic Customer 00232,customer00232@example.invalid,UK,2020-10-30,Premium,9479.87
233,Synthetic Customer 00233,customer00233@example.invalid,India,2020-05-31,Premium,7844.11
234,Synthetic Customer 00234,customer00234@example.invalid,UK,2020-04-22,Premium,13849.62
235,Synthetic Customer 00235,customer00235@example.invalid,Singapore,2023-01-30,Basic,7582.06
236,Synthetic Customer 00236,customer00236@example.invalid,Germany,2023-01-25,Standard,14038.06
237,Synthetic Customer 00237,customer00237@example.invalid,UK,2024-01-23,Premium,13072.52
238,Synthetic Customer 00238,customer00238@example.invalid,UK,2025-09-03,Basic,17172.67
239,Synthetic Customer 00239,customer00239@example.invalid,Singapore,2020-11-14,Basic,19252.99
240,Synthetic Customer 00240,customer00240@example.invalid,Singapore,2023-12-11,Standard,969.52
241,Synthetic Customer 00241,customer00241@example.invalid,Singapore,2025-04-13,Basic,1958.19
242,Synthetic Customer 00242,customer00242@example.invalid,UK,2023-07-07,Premium,18875.07
243,Synthetic Customer 00243,customer00243@example.invalid,Canada,2020-04-17,Basic,11062.52
244,Synthetic Customer 00244,customer00244@example.invalid,USA,2021-10-02,Premium,7581.16
245,Synthetic Customer 00245,customer00245@example.invalid,Canada,2024-03-18,Basic,8109.08
246,Synthetic Customer 00246,customer00246@example.invalid,Germany,2022-04-09,Basic,12931.07
247,Synthetic Customer 00247,customer00247@example.invalid,India,2022-05-18,Premium,15359.81
248,Synthetic Customer 00248,customer00248@example.invalid,Germany,2022-04-23,Premium,16937.58
249,Synthetic Customer 00249,customer00249@example.invalid,Canada,2025-10-02,Premium,14831.71
250,Synthetic Customer 00250,customer00250@example.invalid,UK,2024-03-26,Standard,12324.53
251,Synthetic Customer 00251,customer00251@example.invalid,USA,2020-03-18,Premium,8861.76
252,Synthetic Customer 00252,customer00252@example.invalid,Australia,2024-07-10,Standard,7730.07
253,Synthetic Customer 00253,customer00253@example.invalid,Australia,2023-08-24,Premium,15087.65
254,Synthetic Customer 00254,customer00254@example.invalid,India,2020-07-28,Standard,13728.68
255,Synthetic Customer 00255,customer00255@example.invalid,Singapore,2023-03-18,Standard,19271.01
256,Synthetic Customer 00256,customer00256@example.invalid,UK,2022-10-27,Standard,8863.70
257,Synthetic Customer 00257,customer00257@example.invalid,Australia,2023-11-26,Standard,877.36
258,Synthetic Customer 00258,customer00258@example.invalid,India,2024-02-08,Premium,257.43
259,Synthetic Customer 00259,customer00259@example.invalid,USA,2025-01-18,Standard,3120.61
260,Synthetic Customer 00260,customer00260@example.invalid,USA,2025-05-15,Standard,18079.00
261,Synthetic Customer 00261,customer00261@example.invalid,UK,2025-03-28,Standard,6907.89
262,Synthetic Customer 00262,customer00262@example.invalid,USA,2023-06-17,Premium,4017.35
263,Synthetic Customer 00263,customer00263@example.invalid,UK,2022-10-14,Standard,13600.63
264,Synthetic Customer 00264,customer00264@example.invalid,UK,2021-03-21,Premium,9755.66
265,Synthetic Customer 00265,customer00265@example.invalid,India,2022-08-16,Premium,6588.34
266,Synthetic Customer 00266,customer00266@example.invalid,Australia,2021-12-18,Standard,1589.31
267,Synthetic Customer 00267,customer00267@example.invalid,UK,2022-07-13,Standard,1922.14
268,Synthetic Customer 00268,customer00268@example.invalid,UK,2022-06-04,Premium,19814.17
269,Synthetic Customer 00269,customer00269@example.invalid,India,2021-08-09,Basic,3952.57
270,Synthetic Customer 00270,customer00270@example.invalid,Canada,2023-12-29,Basic,10905.36
271,Synthetic Customer 00271,customer00271@example.invalid,India,2025-04-25,Premium,12737.08
272,Synthetic Customer 00272,customer00272@example.invalid,Singapore,2024-11-07,Standard,3258.93
273,Synthetic Customer 00273,customer00273@example.invalid,Australia,2022-04-19,Standard,9575.04
274,Synthetic Customer 00274,customer00274@example.invalid,Singapore,2025-03-04,Basic,11611.44
275,Synthetic Customer 00275,customer00275@example.invalid,Singapore,2025-07-23,Premium,12368.03
276,Synthetic Customer 00276,customer00276@example.invalid,Canada,2024-09-25,Standard,16702.16
277,Synthetic Customer 00277,customer00277@example.invalid,Canada,2025-04-11,Basic,16900.39
278,Synthetic Customer 00278,customer00278@example.invalid,Singapore,2023-09-02,Standard,16367.59
279,Synthetic Customer 00279,customer00279@example.invalid,Germany,2020-04-03,Premium,5245.17
280,Synthetic Customer 00280,customer00280@example.invalid,Australia,2024-11-11,Standard,5126.86
281,Synthetic Customer 00281,customer00281@example.invalid,USA,2021-07-01,Standard,16573.46
282,Synthetic Customer 00282,customer00282@example.invalid,India,2022-08-24,Premium,19249.46
283,Synthetic Customer 00283,customer00283@example.invalid,USA,2020-09-30,Premium,8176.55
284,Synthetic Customer 00284,customer00284@example.invalid,Australia,2025-12-09,Standard,541.33
285,Synthetic Customer 00285,customer00285@example.invalid,India,2024-09-22,Premium,1178.26
286,Synthetic Customer 00286,customer00286@example.invalid,Singapore,2023-02-21,Basic,3657.93
287,Synthetic Customer 00287,customer00287@example.invalid,Singapore,2022-04-10,Premium,13178.04
288,Synthetic Customer 00288,customer00288@example.invalid,Singapore,2024-11-19,Standard,2587.41
289,Synthetic Customer 00289,customer00289@example.invalid,USA,2021-07-29,Standard,15062.60
290,Synthetic Customer 00290,customer00290@example.invalid,Canada,2020-04-13,Premium,1508.28
291,Synthetic Customer 00291,customer00291@example.invalid,Germany,2025-11-14,Basic,19536.48
292,Synthetic Customer 00292,customer00292@example.invalid,Canada,2020-08-23,Standard,2452.77
293,Synthetic Customer 00293,customer00293@example.invalid,UK,2025-01-29,Standard,5996.20
294,Synthetic Customer 00294,customer00294@example.invalid,Singapore,2022-12-07,Standard,17741.21
295,Synthetic Customer 00295,customer00295@example.invalid,UK,2021-04-28,Basic,19218.21
296,Synthetic Customer 00296,customer00296@example.invalid,UK,2023-03-26,Standard,5990.46
297,Synthetic Customer 00297,customer00297@example.invalid,Canada,2022-08-04,Premium,10083.56
298,Synthetic Customer 00298,customer00298@example.invalid,India,2022-10-25,Standard,16952.13
299,Synthetic Customer 00299,customer00299@example.invalid,USA,2021-01-09,Standard,1880.94
300,Synthetic Customer 00300,customer00300@example.invalid,UK,2025-08-15,Premium,6832.14
301,Synthetic Customer 00301,customer00301@example.invalid,Germany,2025-07-10,Basic,4771.63
302,Synthetic Customer 00302,customer00302@example.invalid,UK,2023-06-20,Premium,10219.75
303,Synthetic Customer 00303,customer00303@example.invalid,Germany,2022-03-07,Standard,16178.40
304,Synthetic Customer 00304,customer00304@example.invalid,Singapore,2025-10-07,Standard,13598.36
305,Synthetic Customer 00305,customer00305@example.invalid,Germany,2025-08-07,Premium,19887.89
306,Synthetic Customer 00306,customer00306@example.invalid,Germany,2021-01-09,Premium,11961.63
307,Synthetic Customer 00307,customer00307@example.invalid,UK,2022-03-21,Premium,16488.37
308,Synthetic Customer 00308,customer00308@example.invalid,Australia,2024-12-14,Basic,247.03
309,Synthetic Customer 00309,customer00309@example.invalid,UK,2024-01-29,Basic,2156.40
310,Synthetic Customer 00310,customer00310@example.invalid,Singapore,2022-02-24,Standard,3651.00
311,Synthetic Customer 00311,customer00311@example.invalid,UK,2023-12-14,Standard,8816.87
312,Synthetic Customer 00312,customer00312@example.invalid,USA,2021-03-22,Standard,13678.32
313,Synthetic Customer 00313,customer00313@example.invalid,Canada,2025-12-27,Standard,6237.49
